customer_id,campaign_id,campaign_name,start_date,end_date,primary_segment,customer_tier,customer_segment,treatment_grp,cnvrsn_flg,campaign_revenue,offer_cost,contact_cost,total_campaign_cost
4789,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4790,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4791,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4792,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,Y,2.17,0.0,0.0,0.0
4793,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4794,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4795,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,Y,10.15,0.0,0.0,0.0
4796,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4797,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4798,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,2.89,0.5,0.1,0.6
4799,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.0,0.5,0.1,0.6
4800,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4801,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4802,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4803,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,7.3,0.5,0.1,0.6
4804,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4805,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Growth,Medium Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4806,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4807,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4808,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4809,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4810,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4811,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4812,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4813,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4814,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4815,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,6.72,0.5,0.1,0.6
4816,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4817,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4818,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
4819,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4820,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4821,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4822,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4823,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4824,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4825,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4826,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4827,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4828,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4829,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4830,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4831,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4832,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,Y,7.1,0.5,0.1,0.6
4833,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4834,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4835,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4836,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4837,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4838,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4839,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4840,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4841,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4842,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,Y,4.88,0.0,0.0,0.0
4843,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4844,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,7.92,0.5,0.1,0.6
4845,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4846,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4847,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,4.23,0.5,0.1,0.6
4848,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,10.05,0.5,0.1,0.6
4849,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,Y,5.78,0.0,0.0,0.0
4850,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4851,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,3.56,0.5,0.1,0.6
4852,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,3.37,0.5,0.1,0.6
4853,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4854,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,Y,5.6,0.0,0.0,0.0
4855,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4856,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.2,0.5,0.1,0.6
4857,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4858,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4859,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,Y,3.39,0.5,0.1,0.6
4860,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4861,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4862,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4863,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4864,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,Y,2.79,0.0,0.0,0.0
4865,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4866,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4867,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4868,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4869,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4870,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4871,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4872,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4873,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4874,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4875,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.49,0.5,0.1,0.6
4876,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4877,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4878,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.64,0.5,0.1,0.6
4879,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4880,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4881,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4882,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4883,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
4884,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4885,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,7.38,0.5,0.1,0.6
4886,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,2.0,0.5,0.1,0.6
4887,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4888,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4889,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4890,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4891,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4892,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4893,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4894,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4895,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4896,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,2.75,0.5,0.1,0.6
4897,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.58,0.5,0.1,0.6
4898,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4899,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4900,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4901,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4902,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4903,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4904,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
4905,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Growth,Medium Value,Win-Back,CONTROL,N,0.0,0.0,0.0,0.0
4906,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4907,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,8.12,0.5,0.1,0.6
4908,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4909,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.11,0.5,0.1,0.6
4910,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4911,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4912,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,Y,1.94,0.5,0.1,0.6
4913,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,2.74,0.5,0.1,0.6
4914,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4915,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,High Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4916,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4917,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,2.82,0.5,0.1,0.6
4918,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4919,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4920,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4921,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4922,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4923,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4924,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4925,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4926,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Champion,High Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4927,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4928,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4929,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4930,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4931,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Growth,Medium Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4932,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4933,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4934,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4935,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4936,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4937,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4938,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4939,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4940,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4941,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4942,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4943,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4944,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,Y,2.65,0.5,0.1,0.6
4945,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4946,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Low Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
4947,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4948,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4949,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4950,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4951,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,2.84,0.5,0.1,0.6
4952,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4953,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4954,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,Y,3.32,0.5,0.1,0.6
4955,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4956,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,TEST,Y,9.63,0.5,0.1,0.6
4957,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4958,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,CONTROL,N,0.0,0.0,0.0,0.0
4959,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Core,Low Value,Growth,CONTROL,N,0.0,0.0,0.0,0.0
4960,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Win-Back Reactivation,Low Value,Win-Back,TEST,N,0.0,0.0,0.1,0.1
4961,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4962,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,TEST,N,0.0,0.0,0.1,0.1
4963,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Upsell - Scale,Medium Value,Champion,CONTROL,N,0.0,0.0,0.0,0.0
4964,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Engagement Growth,Medium Value,Growth,TEST,N,0.0,0.0,0.1,0.1
4965,CMP-2026-003,Summer Win Big Offer,2026-07-01,2026-07-31,Churn Watchlist,Medium Value,Churn Watchlist,TEST,N,0.0,0.0,0.1,0.1
